Date,Clinton-Lake,Clark/Lake,State/Lake,Washington/Wabash,Adams/Wabash,Library,LaSalle/Van Buren,LaSalle,Quincy/Wells,Washington/Wells,Jackson/Dearborn,Jackson/State,Monroe/Dearborn,Monroe/State,Washington/Dearborn,Lake/State,Grand/State
01/11/2018 00:00,81.957,387.158,233.087,183.685,144.568,71.298,55.386,59.296,145.01,151.351,138.21,192.712,148.835,187.867,243.695,390.694,190.213
01/11/2018 01:00,81.957,387.158,233.087,183.685,144.568,71.298,55.386,59.296,145.01,151.351,138.21,192.712,148.835,187.867,243.695,390.694,190.213
01/11/2018 02:00,38.568,182.192,109.688,86.44,68.032,33.552,26.064,27.904,68.24,71.224,65.04,90.688,70.04,88.408,114.68,183.856,89.512
01/11/2018 03:00,38.568,182.192,109.688,86.44,68.032,33.552,26.064,27.904,68.24,71.224,65.04,90.688,70.04,88.408,114.68,183.856,89.512
01/11/2018 04:00,19.284,91.096,54.844,43.22,34.016,16.776,13.032,13.952,34.12,35.612,32.52,45.344,35.02,44.204,57.34,91.928,44.756
01/11/2018 05:00,19.284,91.096,54.844,43.22,34.016,16.776,13.032,13.952,34.12,35.612,32.52,45.344,35.02,44.204,57.34,91.928,44.756
01/11/2018 06:00,38.568,182.192,109.688,86.44,68.032,33.552,26.064,27.904,68.24,71.224,65.04,90.688,70.04,88.408,114.68,183.856,89.512
01/11/2018 07:00,101.241,478.254,287.931,226.905,178.584,88.074,68.418,73.248,179.13,186.963,170.73,238.056,183.855,232.071,301.035,482.622,234.969
01/11/2018 08:00,245.871,1161.474,699.261,551.055,433.704,213.894,166.158,177.888,435.03,454.053,414.63,578.136,446.505,563.601,731.085,1172.082,570.639
01/11/2018 09:00,202.482,956.508,575.862,453.81,357.168,176.148,136.836,146.496,358.26,373.926,341.46,476.112,367.71,464.142,602.07,965.244,469.938
01/11/2018 10:00,202.482,956.508,575.862,453.81,357.168,176.148,136.836,146.496,358.26,373.926,341.46,476.112,367.71,464.142,602.07,965.244,469.938
01/11/2018 11:00,183.198,865.412,521.018,410.59,323.152,159.372,123.804,132.544,324.14,338.314,308.94,430.768,332.69,419.938,544.73,873.316,425.182
01/11/2018 12:00,163.914,774.316,466.174,367.37,289.136,142.596,110.772,118.592,290.02,302.702,276.42,385.424,297.67,375.734,487.39,781.388,380.426
01/11/2018 13:00,183.198,865.412,521.018,410.59,323.152,159.372,123.804,132.544,324.14,338.314,308.94,430.768,332.69,419.938,544.73,873.316,425.182
01/11/2018 14:00,245.871,1161.474,699.261,551.055,433.704,213.894,166.158,177.888,435.03,454.053,414.63,578.136,446.505,563.601,731.085,1172.082,570.639
01/11/2018 15:00,327.828,1548.632,932.348,734.74,578.272,285.192,221.544,237.184,580.04,605.404,552.84,770.848,595.34,751.468,974.78,1562.776,760.852
01/11/2018 16:00,404.964,1913.016,1151.724,907.62,714.336,352.296,273.672,292.992,716.52,747.852,682.92,952.224,735.42,928.284,1204.14,1930.488,939.876
01/11/2018 17:00,530.31,2505.14,1508.21,1188.55,935.44,461.34,358.38,383.68,938.3,979.33,894.3,1246.96,963.05,1215.61,1576.85,2528.02,1230.79
01/11/2018 18:00,486.921,2300.174,1384.811,1091.305,858.904,423.594,329.058,352.288,861.53,899.203,821.13,1144.936,884.255,1116.151,1447.835,2321.182,1130.089
01/11/2018 19:00,404.964,1913.016,1151.724,907.62,714.336,352.296,273.672,292.992,716.52,747.852,682.92,952.224,735.42,928.284,1204.14,1930.488,939.876
01/11/2018 20:00,284.439,1343.666,808.949,637.495,501.736,247.446,192.222,205.792,503.27,525.277,479.67,668.824,516.545,652.009,845.765,1355.938,660.151
01/11/2018 21:00,245.871,1161.474,699.261,551.055,433.704,213.894,166.158,177.888,435.03,454.053,414.63,578.136,446.505,563.601,731.085,1172.082,570.639
01/11/2018 22:00,163.914,774.316,466.174,367.37,289.136,142.596,110.772,118.592,290.02,302.702,276.42,385.424,297.67,375.734,487.39,781.388,380.426
01/11/2018 23:00,120.525,569.35,342.775,270.125,212.6,104.85,81.45,87.2,213.25,222.575,203.25,283.4,218.875,276.275,358.375,574.55,279.725
02/11/2018 00:00,76.704,373.626,213.554,184.773,125.919,54.791,49.062,52.615,129.659,137.054,120.87,141.576,143.99,181.611,243.083,380.018,206.499
02/11/2018 01:00,76.704,373.626,213.554,184.773,125.919,54.791,49.062,52.615,129.659,137.054,120.87,141.576,143.99,181.611,243.083,380.018,206.499
02/11/2018 02:00,36.096,175.824,100.496,86.952,59.256,25.784,23.088,24.76,61.016,64.496,56.88,66.624,67.76,85.464,114.392,178.832,97.176
02/11/2018 03:00,36.096,175.824,100.496,86.952,59.256,25.784,23.088,24.76,61.016,64.496,56.88,66.624,67.76,85.464,114.392,178.832,97.176
02/11/2018 04:00,18.048,87.912,50.248,43.476,29.628,12.892,11.544,12.38,30.508,32.248,28.44,33.312,33.88,42.732,57.196,89.416,48.588
02/11/2018 05:00,18.048,87.912,50.248,43.476,29.628,12.892,11.544,12.38,30.508,32.248,28.44,33.312,33.88,42.732,57.196,89.416,48.588
02/11/2018 06:00,36.096,175.824,100.496,86.952,59.256,25.784,23.088,24.76,61.016,64.496,56.88,66.624,67.76,85.464,114.392,178.832,97.176
02/11/2018 07:00,94.752,461.538,263.802,228.249,155.547,67.683,60.606,64.995,160.167,169.302,149.31,174.888,177.87,224.343,300.279,469.434,255.087
02/11/2018 08:00,230.112,1120.878,640.662,554.319,377.757,164.373,147.186,157.845,388.977,411.162,362.61,424.728,431.97,544.833,729.249,1140.054,619.497
02/11/2018 09:00,189.504,923.076,527.604,456.498,311.094,135.366,121.212,129.99,320.334,338.604,298.62,349.776,355.74,448.686,600.558,938.868,510.174
02/11/2018 10:00,189.504,923.076,527.604,456.498,311.094,135.366,121.212,129.99,320.334,338.604,298.62,349.776,355.74,448.686,600.558,938.868,510.174
02/11/2018 11:00,171.456,835.164,477.356,413.022,281.466,122.474,109.668,117.61,289.826,306.356,270.18,316.464,321.86,405.954,543.362,849.452,461.586
02/11/2018 12:00,153.408,747.252,427.108,369.546,251.838,109.582,98.124,105.23,259.318,274.108,241.74,283.152,287.98,363.222,486.166,760.036,412.998
02/11/2018 13:00,171.456,835.164,477.356,413.022,281.466,122.474,109.668,117.61,289.826,306.356,270.18,316.464,321.86,405.954,543.362,849.452,461.586
02/11/2018 14:00,230.112,1120.878,640.662,554.319,377.757,164.373,147.186,157.845,388.977,411.162,362.61,424.728,431.97,544.833,729.249,1140.054,619.497
02/11/2018 15:00,306.816,1494.504,854.216,739.092,503.676,219.164,196.248,210.46,518.636,548.216,483.48,566.304,575.96,726.444,972.332,1520.072,825.996
02/11/2018 16:00,379.008,1846.152,1055.208,912.996,622.188,270.732,242.424,259.98,640.668,677.208,597.24,699.552,711.48,897.372,1201.116,1877.736,1020.348
02/11/2018 17:00,496.32,2417.58,1381.82,1195.59,814.77,354.53,317.46,340.45,838.97,886.82,782.1,916.08,931.7,1175.13,1572.89,2458.94,1336.17
02/11/2018 18:00,455.712,2219.778,1268.762,1097.769,748.107,325.523,291.486,312.595,770.327,814.262,718.11,841.128,855.47,1078.983,1444.199,2257.754,1226.847
02/11/2018 19:00,379.008,1846.152,1055.208,912.996,622.188,270.732,242.424,259.98,640.668,677.208,597.24,699.552,711.48,897.372,1201.116,1877.736,1020.348
02/11/2018 20:00,266.208,1296.702,741.158,641.271,437.013,190.157,170.274,182.605,449.993,475.658,419.49,491.352,499.73,630.297,843.641,1318.886,716.673
02/11/2018 21:00,230.112,1120.878,640.662,554.319,377.757,164.373,147.186,157.845,388.977,411.162,362.61,424.728,431.97,544.833,729.249,1140.054,619.497
02/11/2018 22:00,153.408,747.252,427.108,369.546,251.838,109.582,98.124,105.23,259.318,274.108,241.74,283.152,287.98,363.222,486.166,760.036,412.998
02/11/2018 23:00,112.8,549.45,314.05,271.725,185.175,80.575,72.15,77.375,190.675,201.55,177.75,208.2,211.75,267.075,357.475,558.85,303.675
03/11/2018 00:00,21.045,108.87,133.575,108.555,77.34,28.515,8.085,19.005,23.595,20.85,45.69,39.765,33.81,40.455,79.065,147.675,106.095
03/11/2018 01:00,21.045,108.87,133.575,108.555,77.34,28.515,8.085,19.005,23.595,20.85,45.69,39.765,33.81,40.455,79.065,147.675,106.095
03/11/2018 02:00,11.224,58.064,71.24,57.896,41.248,15.208,4.312,10.136,12.584,11.12,24.368,21.208,18.032,21.576,42.168,78.76,56.584
03/11/2018 03:00,11.224,58.064,71.24,57.896,41.248,15.208,4.312,10.136,12.584,11.12,24.368,21.208,18.032,21.576,42.168,78.76,56.584
03/11/2018 04:00,11.224,58.064,71.24,57.896,41.248,15.208,4.312,10.136,12.584,11.12,24.368,21.208,18.032,21.576,42.168,78.76,56.584
03/11/2018 05:00,11.224,58.064,71.24,57.896,41.248,15.208,4.312,10.136,12.584,11.12,24.368,21.208,18.032,21.576,42.168,78.76,56.584
03/11/2018 06:00,21.045,108.87,133.575,108.555,77.34,28.515,8.085,19.005,23.595,20.85,45.69,39.765,33.81,40.455,79.065,147.675,106.095
03/11/2018 07:00,32.269,166.934,204.815,166.451,118.588,43.723,12.397,29.141,36.179,31.97,70.058,60.973,51.842,62.031,121.233,226.435,162.679
03/11/2018 08:00,53.314,275.804,338.39,275.006,195.928,72.238,20.482,48.146,59.774,52.82,115.748,100.738,85.652,102.486,200.298,374.11,268.774
03/11/2018 09:00,64.538,333.868,409.63,332.902,237.176,87.446,24.794,58.282,72.358,63.94,140.116,121.946,103.684,124.062,242.466,452.87,325.358
03/11/2018 10:00,75.762,391.932,480.87,390.798,278.424,102.654,29.106,68.418,84.942,75.06,164.484,143.154,121.716,145.638,284.634,531.63,381.942
03/11/2018 11:00,108.031,558.866,685.685,557.249,397.012,146.377,41.503,97.559,121.121,107.03,234.542,204.127,173.558,207.669,405.867,758.065,544.621
03/11/2018 12:00,129.076,667.736,819.26,665.804,474.352,174.892,49.588,116.564,144.716,127.88,280.232,243.892,207.368,248.124,484.932,905.74,650.716
03/11/2018 13:00,129.076,667.736,819.26,665.804,474.352,174.892,49.588,116.564,144.716,127.88,280.232,243.892,207.368,248.124,484.932,905.74,650.716
03/11/2018 14:00,129.076,667.736,819.26,665.804,474.352,174.892,49.588,116.564,144.716,127.88,280.232,243.892,207.368,248.124,484.932,905.74,650.716
03/11/2018 15:00,129.076,667.736,819.26,665.804,474.352,174.892,49.588,116.564,144.716,127.88,280.232,243.892,207.368,248.124,484.932,905.74,650.716
03/11/2018 16:00,86.986,449.996,552.11,448.694,319.672,117.862,33.418,78.554,97.526,86.18,188.852,164.362,139.748,167.214,326.802,610.39,438.526
03/11/2018 17:00,75.762,391.932,480.87,390.798,278.424,102.654,29.106,68.418,84.942,75.06,164.484,143.154,121.716,145.638,284.634,531.63,381.942
03/11/2018 18:00,75.762,391.932,480.87,390.798,278.424,102.654,29.106,68.418,84.942,75.06,164.484,143.154,121.716,145.638,284.634,531.63,381.942
03/11/2018 19:00,75.762,391.932,480.87,390.798,278.424,102.654,29.106,68.418,84.942,75.06,164.484,143.154,121.716,145.638,284.634,531.63,381.942
03/11/2018 20:00,43.493,224.998,276.055,224.347,159.836,58.931,16.709,39.277,48.763,43.09,94.426,82.181,69.874,83.607,163.401,305.195,219.263
03/11/2018 21:00,43.493,224.998,276.055,224.347,159.836,58.931,16.709,39.277,48.763,43.09,94.426,82.181,69.874,83.607,163.401,305.195,219.263
03/11/2018 22:00,21.045,108.87,133.575,108.555,77.34,28.515,8.085,19.005,23.595,20.85,45.69,39.765,33.81,40.455,79.065,147.675,106.095
03/11/2018 23:00,21.045,108.87,133.575,108.555,77.34,28.515,8.085,19.005,23.595,20.85,45.69,39.765,33.81,40.455,79.065,147.675,106.095
04/11/2018 00:00,13.29,86.925,95.34,83.1,72.87,19.965,5.835,16.95,19.95,13.965,39.6,29.22,35.265,36.12,55.455,92.625,64.2
04/11/2018 01:00,13.29,86.925,95.34,83.1,72.87,19.965,5.835,16.95,19.95,13.965,39.6,29.22,35.265,36.12,55.455,92.625,64.2
04/11/2018 02:00,7.088,46.36,50.848,44.32,38.864,10.648,3.112,9.04,10.64,7.448,21.12,15.584,18.808,19.264,29.576,49.4,34.24
04/11/2018 03:00,7.088,46.36,50.848,44.32,38.864,10.648,3.112,9.04,10.64,7.448,21.12,15.584,18.808,19.264,29.576,49.4,34.24
04/11/2018 04:00,7.088,46.36,50.848,44.32,38.864,10.648,3.112,9.04,10.64,7.448,21.12,15.584,18.808,19.264,29.576,49.4,34.24
04/11/2018 05:00,7.088,46.36,50.848,44.32,38.864,10.648,3.112,9.04,10.64,7.448,21.12,15.584,18.808,19.264,29.576,49.4,34.24
04/11/2018 06:00,13.29,86.925,95.34,83.1,72.87,19.965,5.835,16.95,19.95,13.965,39.6,29.22,35.265,36.12,55.455,92.625,64.2
04/11/2018 07:00,20.378,133.285,146.188,127.42,111.734,30.613,8.947,25.99,30.59,21.413,60.72,44.804,54.073,55.384,85.031,142.025,98.44
04/11/2018 08:00,33.668,220.21,241.528,210.52,184.604,50.578,14.782,42.94,50.54,35.378,100.32,74.024,89.338,91.504,140.486,234.65,162.64
04/11/2018 09:00,40.756,266.57,292.376,254.84,223.468,61.226,17.894,51.98,61.18,42.826,121.44,89.608,108.146,110.768,170.062,284.05,196.88
04/11/2018 10:00,47.844,312.93,343.224,299.16,262.332,71.874,21.006,61.02,71.82,50.274,142.56,105.192,126.954,130.032,199.638,333.45,231.12
04/11/2018 11:00,68.222,446.215,489.412,426.58,374.066,102.487,29.953,87.01,102.41,71.687,203.28,149.996,181.027,185.416,284.669,475.475,329.56
04/11/2018 12:00,81.512,533.14,584.752,509.68,446.936,122.452,35.788,103.96,122.36,85.652,242.88,179.216,216.292,221.536,340.124,568.1,393.76
04/11/2018 13:00,81.512,533.14,584.752,509.68,446.936,122.452,35.788,103.96,122.36,85.652,242.88,179.216,216.292,221.536,340.124,568.1,393.76
04/11/2018 14:00,81.512,533.14,584.752,509.68,446.936,122.452,35.788,103.96,122.36,85.652,242.88,179.216,216.292,221.536,340.124,568.1,393.76
04/11/2018 15:00,81.512,533.14,584.752,509.68,446.936,122.452,35.788,103.96,122.36,85.652,242.88,179.216,216.292,221.536,340.124,568.1,393.76
04/11/2018 16:00,54.932,359.29,394.072,343.48,301.196,82.522,24.118,70.06,82.46,57.722,163.68,120.776,145.762,149.296,229.214,382.85,265.36
04/11/2018 17:00,47.844,312.93,343.224,299.16,262.332,71.874,21.006,61.02,71.82,50.274,142.56,105.192,126.954,130.032,199.638,333.45,231.12
04/11/2018 18:00,47.844,312.93,343.224,299.16,262.332,71.874,21.006,61.02,71.82,50.274,142.56,105.192,126.954,130.032,199.638,333.45,231.12
04/11/2018 19:00,47.844,312.93,343.224,299.16,262.332,71.874,21.006,61.02,71.82,50.274,142.56,105.192,126.954,130.032,199.638,333.45,231.12
04/11/2018 20:00,27.466,179.645,197.036,171.74,150.598,41.261,12.059,35.03,41.23,28.861,81.84,60.388,72.881,74.648,114.607,191.425,132.68
04/11/2018 21:00,27.466,179.645,197.036,171.74,150.598,41.261,12.059,35.03,41.23,28.861,81.84,60.388,72.881,74.648,114.607,191.425,132.68
04/11/2018 22:00,13.29,86.925,95.34,83.1,72.87,19.965,5.835,16.95,19.95,13.965,39.6,29.22,35.265,36.12,55.455,92.625,64.2
04/11/2018 23:00,13.29,86.925,95.34,83.1,72.87,19.965,5.835,16.95,19.95,13.965,39.6,29.22,35.265,36.12,55.455,92.625,64.2
05/11/2018 00:00,79.628,378.539,229.415,181.9,144.823,72.981,53.635,58.803,145.095,154.513,137.768,192.491,145.809,188.853,242.539,382.313,173.774
05/11/2018 01:00,79.628,378.539,229.415,181.9,144.823,72.981,53.635,58.803,145.095,154.513,137.768,192.491,145.809,188.853,242.539,382.313,173.774
05/11/2018 02:00,37.472,178.136,107.96,85.6,68.152,34.344,25.24,27.672,68.28,72.712,64.832,90.584,68.616,88.872,114.136,179.912,81.776
05/11/2018 03:00,37.472,178.136,107.96,85.6,68.152,34.344,25.24,27.672,68.28,72.712,64.832,90.584,68.616,88.872,114.136,179.912,81.776
05/11/2018 04:00,18.736,89.068,53.98,42.8,34.076,17.172,12.62,13.836,34.14,36.356,32.416,45.292,34.308,44.436,57.068,89.956,40.888
05/11/2018 05:00,18.736,89.068,53.98,42.8,34.076,17.172,12.62,13.836,34.14,36.356,32.416,45.292,34.308,44.436,57.068,89.956,40.888
05/11/2018 06:00,37.472,178.136,107.96,85.6,68.152,34.344,25.24,27.672,68.28,72.712,64.832,90.584,68.616,88.872,114.136,179.912,81.776
05/11/2018 07:00,98.364,467.607,283.395,224.7,178.899,90.153,66.255,72.639,179.235,190.869,170.184,237.783,180.117,233.289,299.607,472.269,214.662
05/11/2018 08:00,238.884,1135.617,688.245,545.7,434.469,218.943,160.905,176.409,435.285,463.539,413.304,577.473,437.427,566.559,727.617,1146.939,521.322
05/11/2018 09:00,196.728,935.214,566.79,449.4,357.798,180.306,132.51,145.278,358.47,381.738,340.368,475.566,360.234,466.578,599.214,944.538,429.324
05/11/2018 10:00,196.728,935.214,566.79,449.4,357.798,180.306,132.51,145.278,358.47,381.738,340.368,475.566,360.234,466.578,599.214,944.538,429.324
05/11/2018 11:00,177.992,846.146,512.81,406.6,323.722,163.134,119.89,131.442,324.33,345.382,307.952,430.274,325.926,422.142,542.146,854.582,388.436
05/11/2018 12:00,159.256,757.078,458.83,363.8,289.646,145.962,107.27,117.606,290.19,309.026,275.536,384.982,291.618,377.706,485.078,764.626,347.548
05/11/2018 13:00,177.992,846.146,512.81,406.6,323.722,163.134,119.89,131.442,324.33,345.382,307.952,430.274,325.926,422.142,542.146,854.582,388.436
05/11/2018 14:00,238.884,1135.617,688.245,545.7,434.469,218.943,160.905,176.409,435.285,463.539,413.304,577.473,437.427,566.559,727.617,1146.939,521.322
05/11/2018 15:00,318.512,1514.156,917.66,727.6,579.292,291.924,214.54,235.212,580.38,618.052,551.072,769.964,583.236,755.412,970.156,1529.252,695.096
05/11/2018 16:00,393.456,1870.428,1133.58,898.8,715.596,360.612,265.02,290.556,716.94,763.476,680.736,951.132,720.468,933.156,1198.428,1889.076,858.648
05/11/2018 17:00,515.24,2449.37,1484.45,1177,937.09,472.23,347.05,380.49,938.85,999.79,891.44,1245.53,943.47,1221.99,1569.37,2473.79,1124.42
05/11/2018 18:00,473.084,2248.967,1362.995,1080.7,860.419,433.593,318.655,349.359,862.035,917.989,818.504,1143.623,866.277,1122.009,1440.967,2271.389,1032.422
05/11/2018 19:00,393.456,1870.428,1133.58,898.8,715.596,360.612,265.02,290.556,716.94,763.476,680.736,951.132,720.468,933.156,1198.428,1889.076,858.648
05/11/2018 20:00,276.356,1313.753,796.205,631.3,502.621,253.287,186.145,204.081,503.565,536.251,478.136,668.057,506.043,655.431,841.753,1326.851,603.098
05/11/2018 21:00,238.884,1135.617,688.245,545.7,434.469,218.943,160.905,176.409,435.285,463.539,413.304,577.473,437.427,566.559,727.617,1146.939,521.322
05/11/2018 22:00,159.256,757.078,458.83,363.8,289.646,145.962,107.27,117.606,290.19,309.026,275.536,384.982,291.618,377.706,485.078,764.626,347.548
05/11/2018 23:00,117.1,556.675,337.375,267.5,212.975,107.325,78.875,86.475,213.375,227.225,202.6,283.075,214.425,277.725,356.675,562.225,255.55
06/11/2018 00:00,80.75,354.654,224.043,177.14,139.213,70.023,55.148,58.582,144.432,151.028,135.252,190.655,144.466,184.841,237.847,382.007,183.872
06/11/2018 01:00,80.75,354.654,224.043,177.14,139.213,70.023,55.148,58.582,144.432,151.028,135.252,190.655,144.466,184.841,237.847,382.007,183.872
06/11/2018 02:00,38,166.896,105.432,83.36,65.512,32.952,25.952,27.568,67.968,71.072,63.648,89.72,67.984,86.984,111.928,179.768,86.528
06/11/2018 03:00,38,166.896,105.432,83.36,65.512,32.952,25.952,27.568,67.968,71.072,63.648,89.72,67.984,86.984,111.928,179.768,86.528
06/11/2018 04:00,19,83.448,52.716,41.68,32.756,16.476,12.976,13.784,33.984,35.536,31.824,44.86,33.992,43.492,55.964,89.884,43.264
06/11/2018 05:00,19,83.448,52.716,41.68,32.756,16.476,12.976,13.784,33.984,35.536,31.824,44.86,33.992,43.492,55.964,89.884,43.264
06/11/2018 06:00,38,166.896,105.432,83.36,65.512,32.952,25.952,27.568,67.968,71.072,63.648,89.72,67.984,86.984,111.928,179.768,86.528
06/11/2018 07:00,99.75,438.102,276.759,218.82,171.969,86.499,68.124,72.366,178.416,186.564,167.076,235.515,178.458,228.333,293.811,471.891,227.136
06/11/2018 08:00,242.25,1063.962,672.129,531.42,417.639,210.069,165.444,175.746,433.296,453.084,405.756,571.965,433.398,554.523,713.541,1146.021,551.616
06/11/2018 09:00,199.5,876.204,553.518,437.64,343.938,172.998,136.248,144.732,356.832,373.128,334.152,471.03,356.916,456.666,587.622,943.782,454.272
06/11/2018 10:00,199.5,876.204,553.518,437.64,343.938,172.998,136.248,144.732,356.832,373.128,334.152,471.03,356.916,456.666,587.622,943.782,454.272
06/11/2018 11:00,180.5,792.756,500.802,395.96,311.182,156.522,123.272,130.948,322.848,337.592,302.328,426.17,322.924,413.174,531.658,853.898,411.008
06/11/2018 12:00,161.5,709.308,448.086,354.28,278.426,140.046,110.296,117.164,288.864,302.056,270.504,381.31,288.932,369.682,475.694,764.014,367.744
06/11/2018 13:00,180.5,792.756,500.802,395.96,311.182,156.522,123.272,130.948,322.848,337.592,302.328,426.17,322.924,413.174,531.658,853.898,411.008
06/11/2018 14:00,242.25,1063.962,672.129,531.42,417.639,210.069,165.444,175.746,433.296,453.084,405.756,571.965,433.398,554.523,713.541,1146.021,551.616
06/11/2018 15:00,323,1418.616,896.172,708.56,556.852,280.092,220.592,234.328,577.728,604.112,541.008,762.62,577.864,739.364,951.388,1528.028,735.488
06/11/2018 16:00,399,1752.408,1107.036,875.28,687.876,345.996,272.496,289.464,713.664,746.256,668.304,942.06,713.832,913.332,1175.244,1887.564,908.544
06/11/2018 17:00,522.5,2294.82,1449.69,1146.2,900.79,453.09,356.84,379.06,934.56,977.24,875.16,1233.65,934.78,1196.03,1539.01,2471.81,1189.76
06/11/2018 18:00,479.75,2107.062,1331.079,1052.42,827.089,416.019,327.644,348.046,858.096,897.284,803.556,1132.715,858.298,1098.173,1413.091,2269.571,1092.416
06/11/2018 19:00,399,1752.408,1107.036,875.28,687.876,345.996,272.496,289.464,713.664,746.256,668.304,942.06,713.832,913.332,1175.244,1887.564,908.544
06/11/2018 20:00,280.25,1230.858,777.561,614.78,483.151,243.021,191.396,203.314,501.264,524.156,469.404,661.685,501.382,641.507,825.469,1325.789,638.144
06/11/2018 21:00,242.25,1063.962,672.129,531.42,417.639,210.069,165.444,175.746,433.296,453.084,405.756,571.965,433.398,554.523,713.541,1146.021,551.616
06/11/2018 22:00,161.5,709.308,448.086,354.28,278.426,140.046,110.296,117.164,288.864,302.056,270.504,381.31,288.932,369.682,475.694,764.014,367.744
06/11/2018 23:00,118.75,521.55,329.475,260.5,204.725,102.975,81.1,86.15,212.4,222.1,198.9,280.375,212.45,271.825,349.775,561.775,270.4
07/11/2018 00:00,83.555,386.954,228.276,184.824,140.216,71.145,55.607,57.613,144.262,151.776,137.751,198.866,151.334,189.941,241.57,395.165,188.275
07/11/2018 01:00,83.555,386.954,228.276,184.824,140.216,71.145,55.607,57.613,144.262,151.776,137.751,198.866,151.334,189.941,241.57,395.165,188.275
07/11/2018 02:00,39.32,182.096,107.424,86.976,65.984,33.48,26.168,27.112,67.888,71.424,64.824,93.584,71.216,89.384,113.68,185.96,88.6
07/11/2018 03:00,39.32,182.096,107.424,86.976,65.984,33.48,26.168,27.112,67.888,71.424,64.824,93.584,71.216,89.384,113.68,185.96,88.6
07/11/2018 04:00,19.66,91.048,53.712,43.488,32.992,16.74,13.084,13.556,33.944,35.712,32.412,46.792,35.608,44.692,56.84,92.98,44.3
07/11/2018 05:00,19.66,91.048,53.712,43.488,32.992,16.74,13.084,13.556,33.944,35.712,32.412,46.792,35.608,44.692,56.84,92.98,44.3
07/11/2018 06:00,39.32,182.096,107.424,86.976,65.984,33.48,26.168,27.112,67.888,71.424,64.824,93.584,71.216,89.384,113.68,185.96,88.6
07/11/2018 07:00,103.215,478.002,281.988,228.312,173.208,87.885,68.691,71.169,178.206,187.488,170.163,245.658,186.942,234.633,298.41,488.145,232.575
07/11/2018 08:00,250.665,1160.862,684.828,554.472,420.648,213.435,166.821,172.839,432.786,455.328,413.253,596.598,454.002,569.823,724.71,1185.495,564.825
07/11/2018 09:00,206.43,956.004,563.976,456.624,346.416,175.77,137.382,142.338,356.412,374.976,340.326,491.316,373.884,469.266,596.82,976.29,465.15
07/11/2018 10:00,206.43,956.004,563.976,456.624,346.416,175.77,137.382,142.338,356.412,374.976,340.326,491.316,373.884,469.266,596.82,976.29,465.15
07/11/2018 11:00,186.77,864.956,510.264,413.136,313.424,159.03,124.298,128.782,322.468,339.264,307.914,444.524,338.276,424.574,539.98,883.31,420.85
07/11/2018 12:00,167.11,773.908,456.552,369.648,280.432,142.29,111.214,115.226,288.524,303.552,275.502,397.732,302.668,379.882,483.14,790.33,376.55
07/11/2018 13:00,186.77,864.956,510.264,413.136,313.424,159.03,124.298,128.782,322.468,339.264,307.914,444.524,338.276,424.574,539.98,883.31,420.85
07/11/2018 14:00,250.665,1160.862,684.828,554.472,420.648,213.435,166.821,172.839,432.786,455.328,413.253,596.598,454.002,569.823,724.71,1185.495,564.825
07/11/2018 15:00,334.22,1547.816,913.104,739.296,560.864,284.58,222.428,230.452,577.048,607.104,551.004,795.464,605.336,759.764,966.28,1580.66,753.1
07/11/2018 16:00,412.86,1912.008,1127.952,913.248,692.832,351.54,274.764,284.676,712.824,749.952,680.652,982.632,747.768,938.532,1193.64,1952.58,930.3
07/11/2018 17:00,540.65,2503.82,1477.08,1195.92,907.28,460.35,359.81,372.79,933.46,982.08,891.33,1286.78,979.22,1229.03,1563.1,2556.95,1218.25
07/11/2018 18:00,496.415,2298.962,1356.228,1098.072,833.048,422.685,330.371,342.289,857.086,901.728,818.403,1181.498,899.102,1128.473,1435.21,2347.745,1118.575
07/11/2018 19:00,412.86,1912.008,1127.952,913.248,692.832,351.54,274.764,284.676,712.824,749.952,680.652,982.632,747.768,938.532,1193.64,1952.58,930.3
07/11/2018 20:00,289.985,1342.958,792.252,641.448,486.632,246.915,192.989,199.951,500.674,526.752,478.077,690.182,525.218,659.207,838.39,1371.455,653.425
07/11/2018 21:00,250.665,1160.862,684.828,554.472,420.648,213.435,166.821,172.839,432.786,455.328,413.253,596.598,454.002,569.823,724.71,1185.495,564.825
07/11/2018 22:00,167.11,773.908,456.552,369.648,280.432,142.29,111.214,115.226,288.524,303.552,275.502,397.732,302.668,379.882,483.14,790.33,376.55
07/11/2018 23:00,122.875,569.05,335.7,271.8,206.2,104.625,81.775,84.725,212.15,223.2,202.575,292.45,222.55,279.325,355.25,581.125,276.875
08/11/2018 00:00,83.487,399.313,237.592,189.125,141.236,70.601,54.961,60.809,143.582,145.52,142.477,192.066,152.099,191.93,249.424,406.674,194.123
08/11/2018 01:00,83.487,399.313,237.592,189.125,141.236,70.601,54.961,60.809,143.582,145.52,142.477,192.066,152.099,191.93,249.424,406.674,194.123
08/11/2018 02:00,39.288,187.912,111.808,89,66.464,33.224,25.864,28.616,67.568,68.48,67.048,90.384,71.576,90.32,117.376,191.376,91.352
08/11/2018 03:00,39.288,187.912,111.808,89,66.464,33.224,25.864,28.616,67.568,68.48,67.048,90.384,71.576,90.32,117.376,191.376,91.352
08/11/2018 04:00,19.644,93.956,55.904,44.5,33.232,16.612,12.932,14.308,33.784,34.24,33.524,45.192,35.788,45.16,58.688,95.688,45.676
